A,182,14,20,46,1846,284.3125,41.484375,12570.375,7885.421875,43.8942871094,199215.53125,29017.921875,102,2817,80,2680
A,83,14,17,33,1976,-86.0625,72.5625,8670.28125,7931.5625,-4.61938476562,-39117.75,31847.4375,93,2637,79,2436
A,126,12,25,32,1879,-71.546875,88.828125,8376.671875,7678.703125,-2.10668945312,-30225.109375,40977.984375,98,2839,82,2511
A,20,10,19,43,1801,217.140625,51.6875,11441.234375,7833.71875,47.203125,139910.640625,36901.15625,103,2835,78,2597
B,26,92,41,74,1267,-55.8125,12.53125,7504.65625,7663.625,-6.20458984375,-30361.90625,19279.1875,118,3729,169,5161
B,268,10,34,50,1619,42.6875,-13.390625,9907.5625,9686.671875,-12.0173339844,70354.15625,5210.640625,115,3615,164,5479
B,174,10,44,53,1306,-10.453125,7.09375,9044.390625,8542.78125,2.49096679688,-35303.390625,10917.25,119,3721,157,5406
B,97,10,32,47,1748,-36.671875,23.546875,11400.953125,10194.015625,-19.8786621094,-44659.140625,44249.265625,111,3437,166,5337
B,11,8,31,45,1617,35.328125,11.8125,12237.921875,10875.625,-4.70849609375,4794.546875,22698.9375,118,3717,149,5216
B,26,92,41,74,1267,-55.8125,12.53125,7504.65625,7663.625,-6.20458984375,-30361.90625,19279.1875,118,3729,169,5161
B,268,10,34,50,1619,42.6875,-13.390625,9907.5625,9686.671875,-12.0173339844,70354.15625,5210.640625,115,3615,164,5479
B,174,10,44,53,1306,-10.453125,7.09375,9044.390625,8542.78125,2.49096679688,-35303.390625,10917.25,119,3721,157,5406
B,97,10,32,47,1748,-36.671875,23.546875,11400.953125,10194.015625,-19.8786621094,-44659.140625,44249.265625,111,3437,166,5337
B,11,8,31,45,1617,35.328125,11.8125,12237.921875,10875.625,-4.70849609375,4794.546875,22698.9375,118,3717,149,5216
B,26,92,41,74,1267,-55.8125,12.53125,7504.65625,7663.625,-6.20458984375,-30361.90625,19279.1875,118,3729,169,5161
B,268,10,34,50,1619,42.6875,-13.390625,9907.5625,9686.671875,-12.0173339844,70354.15625,5210.640625,115,3615,164,5479
B,174,10,44,53,1306,-10.453125,7.09375,9044.390625,8542.78125,2.49096679688,-35303.390625,10917.25,119,3721,157,5406
B,97,10,32,47,1748,-36.671875,23.546875,11400.953125,10194.015625,-19.8786621094,-44659.140625,44249.265625,111,3437,166,5337
B,11,8,31,45,1617,35.328125,11.8125,12237.921875,10875.625,-4.70849609375,4794.546875,22698.9375,118,3717,149,5216
